Id	Src	Title
609214049	28	Gonococcal infection
1977691885	28	Gonococcal genitourinary infection
762120574	28	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
1112016389	28	Gonorrhoea of penis
762120574	28	Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
762120574	28	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified
1210500328	28	Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess
1977691885	28	Gonococcal infection of other specified genitourinary organ
1977691885	28	Gonococcal genitourinary infection, unspecified
1015780375	28	Gonococcal pelviperitonitis
840155638	28	Gonococcal infection of other sites
707709463	28	Gonococcal infection of musculoskeletal system
359736861	28	Gonococcal infection of rectum
1002985340	28	Gonococcal infection of anus
1332021123	28	Gonococcal pharyngitis
1505778051	28	Gonococcal infection of eye
840155638	28	Gonococcal infection of other specified sites
2046292009	28	Disseminated gonococcal infection
609214049	28	Gonococcal infection, unspecified
251474152	28	Sexually transmissible infections due to chlamydia
1090786293	28	Chlamydial lymphogranuloma
900285196	28	Non-ulcerative sexually transmitted chlamydial infection
806511043	28	Chlamydial infection of lower genitourinary tract
1431940183	28	Chlamydial infection of internal reproductive organs
900285196	28	Non-ulcerative sexually transmitted chlamydial infection of other specified site
900285196	28	Non-ulcerative sexually transmitted chlamydial infection of unspecified site
251474152	28	Other specified sexually transmissible infections due to chlamydia
251474152	28	Sexually transmissible infections due to chlamydia, unspecified
1357024926	28	Chancroid
764124124	28	Granuloma inguinale
1220564554	28	Trichomoniasis
1372745524	28	Sexually transmissible infestations
616315615	28	Anogenital herpes simplex infection
666746193	28	Herpes simplex infection of genitalia or urogenital tract
1123446981	28	Herpes simplex infection of perianal skin or rectum
616315615	28	Anogenital herpes simplex infection without further specification
641342831	28	Anogenital warts
1987223744	28	Anal warts
144526718	28	Genital warts
158514824	28	Extragenital condylomata acuminata
1904876434	28	Other specified predominantly sexually transmitted infections
1904876434	28	Predominantly sexually transmitted infections, unspecified
979278646	28	Mycobacterial diseases
2072728114	28	Tuberculosis
882244568	28	Tuberculosis of the respiratory system
983550510	28	Respiratory tuberculosis, confirmed
1311939281	28	Respiratory tuberculosis, not confirmed
882244568	28	Respiratory tuberculosis, without mention of bacteriological or histological confirmation
729372485	28	Tuberculosis of the nervous system
1820468614	28	Tuberculous meningitis
539334538	28	Tuberculous meningoencephalitis
164227092	28	Meningeal tuberculoma
1199221405	28	Tuberculous granuloma of brain
950300946	28	Tuberculous granuloma of the meninges
729372485	28	Tuberculosis of other specified part of nervous system
729372485	28	Tuberculosis of the nervous system, unspecified
746680558	28	Tuberculosis of other systems and organs
271545608	28	Tuberculosis of heart
1074723013	28	Tuberculosis of eye
883140666	28	Tuberculosis of ear
1831890690	28	Tuberculosis of inner ear
949641693	28	Tuberculosis of middle ear
883140666	28	Other specified tuberculosis of ear
883140666	28	Tuberculosis of ear, unspecified
807058764	28	Tuberculosis of endocrine glands
1459473353	28	Tuberculosis of the musculoskeletal system
570881596	28	Tuberculosis of bones or joints
1828714202	28	Tuberculous myositis
1459473353	28	Tuberculosis of other specified part of the musculoskeletal system
1459473353	28	Tuberculosis of the musculoskeletal system, unspecified
1196243886	28	Tuberculosis of the genitourinary system
870345553	28	Tuberculous peripheral lymphadenopathy
1873777499	28	Tuberculosis of the digestive system
625292625	28	Cutaneous tuberculosis
746680558	28	Tuberculosis of other specified organ or site
861638547	28	Miliary tuberculosis
1056849595	28	Acute miliary tuberculosis of a single specified site
1538650927	28	Acute miliary tuberculosis of multiple sites
861638547	28	Other specified miliary tuberculosis
861638547	28	Miliary tuberculosis, unspecified
454434138	28	Latent tuberculosis
2072728114	28	Other specified tuberculosis
2072728114	28	Tuberculosis, unspecified
149072669	28	Leprosy
1800264981	28	Paucibacillary leprosy
1123804548	28	Multibacillary leprosy
1295356165	28	Leprosy reactions
1185467033	28	Type I leprosy reaction
1886317801	28	Type II leprosy reaction
1324017222	28	Complications of leprosy
149072669	28	Leprosy, unspecified
1839818377	28	Infections due to non-tuberculous mycobacteria
1798822437	28	Pulmonary infection due to non-tuberculosis mycobacterium
882647079	28	Non-tuberculous mycobacterial lymphadenitis
1723965278	28	Cutaneous non-tuberculous mycobacterial infection
1974989140	28	Mycobacterium ulcerans infection
1723965278	28	Cutaneous infection due to other specified non-tuberculous mycobacteria
1723965278	28	Cutaneous infection due to unspecified non-tuberculous mycobacteria
625446129	28	Disseminated non-tuberculous mycobacterial infection
1642291965	28	Gastrointestinal non-tuberculous mycobacterial infection
1839818377	28	Non-tuberculous mycobacterial infection of other specified site
1839818377	28	Non-tuberculous mycobacterial infection of unspecified site
979278646	28	Other specified mycobacterial diseases
979278646	28	Mycobacterial diseases, unspecified
1539889147	28	Certain staphylococcal or streptococcal diseases
871612151	28	Acute rheumatic fever
2058300982	28	Acute rheumatic fever without mention of heart involvement
1097470385	28	Rheumatic arthritis, acute or subacute
2058300982	28	Other specified acute rheumatic fever without mention of heart involvement
2058300982	28	Acute rheumatic fever without mention of heart involvement, unspecified
535094176	28	Acute rheumatic fever with heart involvement
869759708	28	Acute rheumatic pericarditis
1453111118	28	Acute rheumatic endocarditis
1384553803	28	Rheumatic aortitis
1453111118	28	Other specified acute rheumatic endocarditis
1453111118	28	Acute rheumatic endocarditis, unspecified
573695921	28	Acute rheumatic myocarditis
535094176	28	Other acute rheumatic heart disease
535094176	28	Acute rheumatic heart disease, unspecified
1799992159	28	Rheumatic chorea
107294155	28	Scarlet fever
1642172022	28	Streptococcal pharyngitis
114886962	28	Toxic shock syndrome
197163558	28	Streptococcal toxic shock syndrome
788554020	28	Staphylococcal toxic shock syndrome
705971711	28	Meningitis due to Streptococcus
1331660907	28	Meningitis due to Staphylococcus
1539889147	28	Other specified staphylococcal or streptococcal diseases
1539889147	28	Staphylococcal or streptococcal diseases, unspecified
1412960686	28	Pyogenic bacterial infections of the skin or subcutaneous tissues
2144774073	28	Bacterial cellulitis, erysipelas or lymphangitis
1651247891	28	Erysipelas
896866865	28	Erysipelas of face
348525836	28	Erysipelas of external ear
1200236878	28	Erysipelas of lower limb
1651247891	28	Erysipelas of other specified site
284578658	28	Streptococcal cellulitis of skin
2033345174	28	Staphylococcal cellulitis of skin
845065622	28	Ascending bacterial lymphangitis
2144774073	28	Bacterial cellulitis or lymphangitis due to other specified bacterium
2144774073	28	Bacterial cellulitis or lymphangitis due to unspecified bacterium
522973276	28	Necrotising fasciitis
270373865	28	Streptococcal necrotising fasciitis
270802913	28	Polymicrobial necrotising fasciitis
1681155693	28	Neonatal necrotising fasciitis
522973276	28	Necrotising fasciitis due to other specified bacterial infection
522973276	28	Necrotising fasciitis, unspecified
971176543	28	Impetigo
1398484288	28	Bullous impetigo
25824900	28	Non-bullous impetigo
2034126013	28	Secondary impetiginization of the skin
971176543	28	Other specified impetigo
971176543	28	Impetigo, unspecified
337308923	28	Ecthyma
229362936	28	Streptococcal ecthyma
1677671323	28	Staphylococcal ecthyma
1634854510	28	Ecthyma gangrenosum
337308923	28	Other specified ecthyma
337308923	28	Ecthyma, unspecified
1622653958	28	Superficial bacterial folliculitis
1929235891	28	Staphylococcus aureus superficial folliculitis
1622653958	28	Superficial bacterial folliculitis due to other specified organism
1622653958	28	Superficial bacterial folliculitis due to unspecified organism
46117627	28	Deep bacterial folliculitis or pyogenic abscess of the skin
1081137172	28	Furuncle
1456834066	28	Carbuncle
1194531705	28	Furunculosis
1324834502	28	Pyogenic abscess of the skin
25801498	28	Chronic deep bacterial folliculitis
1412960686	28	Other specified pyogenic bacterial infection of skin and subcutaneous tissue
1935092859	28	Certain zoonotic bacterial diseases
1026551291	28	Rat-bite fevers
1104357482	28	Spirillosis
614000128	28	Streptobacillosis
751399056	28	Leptospirosis
1563156715	28	Glanders
1596449540	28	Plague
1742025109	28	Bubonic plague
43973633	28	Cellulocutaneous plague
1983098110	28	Pneumonic plague
326656364	28	Plague meningitis
1596449540	28	Other specified plague
1596449540	28	Plague, unspecified
980168338	28	Tularaemia
2066610452	28	Ulceroglandular tularaemia
980168338	28	Other specified tularaemia
980168338	28	Tularaemia, unspecified
730510331	28	Brucellosis
1233304838	28	Erysipeloid
1321303663	28	Anthrax
2003001085	28	Cat-scratch disease
304649065	28	Pasteurellosis
63835650	28	Extraintestinal yersiniosis
1935092859	28	Unspecified zoonotic bacterial disease
487269828	28	Other bacterial diseases
1697630330	28	Actinomycosis
452367246	28	Pulmonary actinomycosis
2143116824	28	Abdominal actinomycosis
185601767	28	Cervicofacial actinomycosis
413315344	28	Primary cutaneous actinomycosis
1697630330	28	Other specified forms of actinomycosis
1697630330	28	Actinomycosis, unspecified
1938462328	28	Bartonellosis
1917297026	28	Carrion disease
1031219789	28	Oroya fever
1480386521	28	Verruga peruana
1587737629	28	Trench fever
1938462328	28	Other forms of bartonellosis
2064398473	28	Whooping cough
1287021540	28	Whooping cough due to Bordetella pertussis
704491122	28	Whooping cough due to Bordetella parapertussis
2064398473	28	Other specified whooping cough
2064398473	28	Whooping cough, unspecified
1793762788	28	Tetanus
262236278	28	Obstetrical tetanus
2085616610	28	Tetanus neonatorum
1920227791	28	Gas gangrene
508032285	28	Diphtheria
1347332965	28	Pharyngeal or tonsillar diphtheria
1736804001	28	Postdiphtheritic paralysis of uvula
1347332965	28	Other specified pharyngeal or tonsillar diphtheria
1347332965	28	Pharyngeal or tonsillar diphtheria, unspecified
889546481	28	Nasal diphtheria
1101542926	28	Laryngeal diphtheria
618920860	28	Cutaneous diphtheria
508032285	28	Other specified diphtheria
508032285	28	Diphtheria, unspecified
1966578342	28	Brazilian purpuric fever
390042715	28	Legionnaires' disease
1670562980	28	Nonpneumonic Legionnaires' disease
419706488	28	Listeriosis
1789950491	28	Cutaneous listeriosis
268154767	28	Listerial meningitis or meningoencephalitis
419706488	28	Other specified listeriosis
419706488	28	Listeriosis, unspecified
6555116	28	Nocardiosis
101604109	28	Pulmonary nocardiosis
1665504921	28	Cutaneous nocardiosis
6555116	28	Other specified forms of nocardiosis
6555116	28	Nocardiosis, unspecified
1664016479	28	Meningococcal disease
516585689	28	Meningococcal meningitis
2072098125	28	Waterhouse-Friderichsen syndrome
832233624	28	Meningococcaemia
254600628	28	Acute meningococcaemia
832233624	28	Other specified meningococcaemia
832233624	28	Meningococcaemia, unspecified
1664016479	28	Other specified meningococcal disease
1664016479	28	Meningococcal disease, unspecified
840525023	28	Yaws
3933330	28	Primary yaws
944473231	28	Secondary yaws
406586413	28	Tertiary yaws
247169608	28	Latent yaws
1465035083	28	Pinta
482659345	28	Primary lesions of pinta
2039415173	28	Intermediate lesions of pinta
220352892	28	Late lesions of pinta
1751751918	28	Mixed lesions of pinta
1186214944	28	Endemic non-venereal syphilis
1600014919	28	Lyme borreliosis
217939807	28	Early cutaneous Lyme borreliosis
120524401	28	Disseminated Lyme borreliosis
1614775629	28	Lyme neuroborreliosis
2085372866	28	Lyme carditis
59307016	28	Ophthalmic Lyme borreliosis
1772714648	28	Lyme arthritis
242606511	28	Late cutaneous Lyme borreliosis
120524401	28	Other specified disseminated Lyme borreliosis
120524401	28	Disseminated Lyme borreliosis, unspecified
1600014919	28	Other specified Lyme borreliosis
1320736556	28	Necrotising ulcerative gingivitis
737352378	28	Other Vincent infections
1320736556	28	Other specified necrotising ulcerative gingivitis
1320736556	28	Necrotising ulcerative gingivitis, unspecified
965498095	28	Relapsing fever
923521593	28	Tick-borne relapsing fever
1379934125	28	Louse-borne relapsing fever
1127435854	28	Other diseases due to chlamydiae
223956768	28	Chlamydial conjunctivitis
1132542967	28	Chlamydial peritonitis
1937339080	28	Infections due to Chlamydia psittaci
372424530	28	Trachoma
727668449	28	Initial stage of trachoma
1309973365	28	Active stage of trachoma
372424530	28	Other specified trachoma
372424530	28	Trachoma, unspecified
1127435854	28	Other specified diseases due to chlamydiae
1127435854	28	Other diseases due to chlamydiae, unspecified
1981846	28	Rickettsioses
292650041	28	Typhus fever
295798687	28	Epidemic louse-borne typhus fever due to Rickettsia prowazekii
1961511435	28	Recrudescent typhus
4659958	28	Typhus fever due to Rickettsia typhi
1695340384	28	Typhus fever due to Orientia tsutsugamushi
292650041	28	Other specified typhus fever
292650041	28	Typhus fever, unspecified
9953620	28	Spotted fever
215936800	28	Spotted fever due to Rickettsia rickettsii
1771381430	28	Spotted fever due to Rickettsia conorii
490238539	28	Spotted fever due to Rickettsia sibirica
2020851679	28	Spotted fever due to Rickettsia australis
9953620	28	Other specified spotted fever
9953620	28	Spotted fever, unspecified
1005140361	28	Rickettsialpox
2113860626	28	Q fever
1981846	28	Other specified rickettsioses
1981846	28	Rickettsioses, unspecified
1012026026	28	Campylobacteriosis
520429137	28	Bacterial infection of unspecified site
2129350166	28	Melioidosis
168432503	28	Actinomycetoma
698540116	28	Non-pyogenic bacterial infections of the skin
487269828	28	Other specified bacterial diseases
487269828	28	Unspecified bacterial disease
1000704511	28	Human immunodeficiency virus disease
236924369	28	Human immunodeficiency virus disease associated with tuberculosis
215309692	28	HIV disease clinical stage 1 associated with tuberculosis
1386132895	28	HIV disease clinical stage 2 associated with tuberculosis
865305628	28	HIV disease clinical stage 3 associated with tuberculosis
1280139157	28	HIV disease clinical stage 4 associated with tuberculosis
802739943	28	Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis
1280139157	28	Other specified HIV disease clinical stage 4 associated with tuberculosis
1280139157	28	HIV disease clinical stage 4 associated with tuberculosis, unspecified
236924369	28	Human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified
771273482	28	Human immunodeficiency virus disease associated with malaria
1552401955	28	HIV disease clinical stage 1 associated with malaria
1702650002	28	HIV disease clinical stage 2 associated with malaria
993495155	28	HIV disease clinical stage 3 associated with malaria
97626683	28	HIV disease clinical stage 4 associated with malaria
1848415584	28	Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria
97626683	28	Other specified HIV disease clinical stage 4 associated with malaria
97626683	28	HIV disease clinical stage 4 associated with malaria, unspecified
771273482	28	Human immunodeficiency virus disease associated with malaria, clinical stage unspecified
1508081745	28	Human immunodeficiency virus disease without mention of tuberculosis or malaria
574153866	28	HIV disease clinical stage 1 without mention of tuberculosis or malaria
1575370503	28	HIV disease clinical stage 2 without mention of tuberculosis or malaria
1294771889	28	HIV disease clinical stage 3 without mention of tuberculosis or malaria
1858812010	28	HIV disease clinical stage 4 without mention of tuberculosis or malaria
1508081745	28	Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified
1104303944	28	Viral infections of the central nervous system
956664712	28	Viral encephalitis not elsewhere classified
588527933	28	Acute poliomyelitis
854762584	28	Rabies
1543765035	28	Western equine encephalitis
682536148	28	Eastern equine encephalitis
961032639	28	Japanese encephalitis
1306878274	28	St Louis encephalitis
804089791	28	Rocio viral encephalitis
1040970454	28	Murray Valley encephalitis
36782335	28	Far Eastern tick-borne encephalitis
1736084843	28	Central European tick-borne encephalitis
1530937152	28	California encephalitis
608978790	28	Venezuelan equine encephalitis
1501615629	28	La Crosse encephalitis
1358604969	28	Viral meningitis not elsewhere classified
1727868245	28	Meningitis due to adenovirus
62316737	28	Enteroviral meningitis
1358604969	28	Other specified viral meningitis not elsewhere classified
1358604969	28	Viral meningitis not elsewhere classified, unspecified
307264938	28	Lymphocytic choriomeningitis
1104303944	28	Other specified viral infections of the central nervous system
1104303944	28	Viral infections of the central nervous system, unspecified
1585949804	28	Non-viral and unspecified infections of the central nervous system
62637936	28	Infectious encephalitis not elsewhere classified
1656157931	28	Bacterial encephalitis
2048186698	28	Fungal encephalitis
1269730048	28	Parasitic or protozoal encephalitis
62637936	28	Other specified infectious encephalitis not elsewhere classified
62637936	28	Infectious encephalitis not elsewhere classified, unspecified
121670633	28	Infectious meningitis not elsewhere classified
684930313	28	Bacterial meningitis
1005770900	28	Meningitis due to Haemophilus influenzae
684930313	28	Other specified bacterial meningitis
684930313	28	Bacterial meningitis, unspecified
1137081791	28	Fungal meningitis
738912364	28	Meningitis due to Cryptococcus neoformans
1137081791	28	Other specified fungal meningitis
1137081791	28	Fungal meningitis, unspecified
181304776	28	Parasitic or protozoal meningitis
731112897	28	Benign recurrent meningitis
121670633	28	Other specified infectious meningitis not elsewhere classified
121670633	28	Infectious meningitis not elsewhere classified, unspecified
392898612	28	Infectious myelitis not elsewhere classified
373833091	28	Bacterial myelitis
1054675109	28	Viral myelitis
431392958	28	Fungal myelitis
342012360	28	Parasitic myelitis
392898612	28	Other specified infectious myelitis not elsewhere classified
392898612	28	Infectious myelitis not elsewhere classified, unspecified
1483190070	28	Infectious abscess of the central nervous system
443087096	28	Intraspinal intramedullary abscess
613341872	28	Intraspinal subdural abscess
1147230459	28	Intraspinal extradural abscess
1128677700	28	Intracranial abscess
1360075821	28	Deep cerebral hemispheric abscess
838770280	28	Abscess of the corpus callosum
777604655	28	Pituitary abscess
714215906	28	Multiple or widespread intracranial abscess
1128677700	28	Other specified intracranial abscess
1128677700	28	Intracranial abscess, unspecified
1299705786	28	Intraspinal epidural abscess
486617244	28	Spinal cord abscess
1483190070	28	Other specified infectious abscess of the central nervous system
1483190070	28	Infectious abscess of the central nervous system, unspecified
2108355318	28	Infectious granulomas of the central nervous system
1726978545	28	Parasitic intracerebral granuloma
629126866	28	Intracranial granuloma
132294774	28	Fungal intracranial granuloma
629126866	28	Other specified intracranial granuloma
629126866	28	Intracranial granuloma, unspecified
2017227771	28	Intraspinal intramedullary granuloma
1761012301	28	Intraspinal subdural granuloma
1543721163	28	Intraspinal extradural granuloma
923328437	28	Intraspinal epidural granuloma
2108355318	28	Other specified infectious granulomas of the central nervous system
2108355318	28	Infectious granulomas of the central nervous system, unspecified
634116368	28	Infectious cysts of the central nervous system
35402215	28	Epidural infectious cyst
1388337190	28	Subdural infectious cyst
634116368	28	Other specified infectious cysts of the central nervous system
634116368	28	Infectious cysts of the central nervous system, unspecified
1585949804	28	Other specified non-viral and unspecified infections of the central nervous system
1585949804	28	Non-viral and unspecified infections of the central nervous system, unspecified
1959883044	28	Dengue
685093552	28	Dengue without warning signs
1302232870	28	Dengue with warning signs
56575149	28	Severe dengue
1959883044	28	Dengue fever, unspecified
921595235	28	Certain arthropod-borne viral fevers
900389391	28	Chikungunya virus disease
951357413	28	Colorado tick fever
1356928923	28	O'nyong-nyong fever
693244560	28	Oropouche virus disease
854137188	28	Rift Valley fever
1276763930	28	Sandfly fever
1091013360	28	West Nile virus infection
383352795	28	Yellow fever
1401438580	28	Zika virus disease
1562906700	28	Crimean-Congo haemorrhagic fever
946068954	28	Omsk haemorrhagic fever
1288604967	28	Kyasanur Forest disease
1105069515	28	Alkhurma haemorrhagic fever
1085418398	28	Ross River disease
282121084	28	Severe fever with thrombocytopenia syndrome
921595235	28	Other specified arthropod-borne viral fevers
921595235	28	Arthropod-borne viral fever, virus unspecified
1251496839	28	Certain zoonotic viral diseases
694903163	28	Filovirus disease
1517015847	28	Ebola disease
1313688701	28	Bundibugyo virus disease
792755706	28	Ebola virus disease
1352574583	28	Sudan virus disease
1950399694	28	Atypical Ebola disease
1517015847	28	Other specified Ebola disease
1517015847	28	Ebola disease, virus unspecified
696598707	28	Marburg disease
510498140	28	Marburg virus disease
198979491	28	Atypical Marburg disease
696598707	28	Other specified Marburg disease
696598707	28	Marburg disease, virus unspecified
694903163	28	Other specified filovirus disease
694903163	28	Filovirus disease, virus unspecified
1652368287	28	Arenavirus disease
257166193	28	Argentinian haemorrhagic fever
1780467429	28	Bolivian haemorrhagic fever
515020316	28	Lassa fever
356743940	28	Venezuelan haemorrhagic fever
1652368287	28	Other specified arenavirus disease
1652368287	28	Arenavirus disease, unspecified
271833991	28	Hantavirus disease
1059069619	28	Haemorrhagic fever with renal syndrome
582624609	28	Hantavirus pulmonary syndrome
1879060110	28	Atypical hantavirus disease
271833991	28	Other specified hantavirus disease
271833991	28	Hantavirus disease, unspecified
1020283662	28	Henipavirus encephalitis
1840423014	28	Middle East respiratory syndrome
652944603	28	Severe acute respiratory syndrome
1251496839	28	Other specified zoonotic viral diseases
1251496839	28	Zoonotic viral disease, virus unspecified
1136802325	28	Certain other viral diseases
1208294714	28	Mumps
2082214683	28	Mumps without complication
333831364	28	Orchitis due to mumps virus
1991119186	28	Meningitis due to mumps virus
33767855	28	Encephalitis due to mumps virus
1732807739	28	Pancreatitis due to mumps virus
1208294714	28	Other specified mumps
760139952	28	Infectious mononucleosis
109125699	28	Mononucleosis due to Epstein-Barr virus
1784076753	28	Mononucleosis due to cytomegalovirus
760139952	28	Other specified infectious mononucleosis
760139952	28	Infectious mononucleosis, unspecified
1017662917	28	Cytomegaloviral disease
1999221102	28	Cytomegaloviral hepatitis
59040145	28	Cytomegaloviral pancreatitis
1017662917	28	Other specified cytomegaloviral disease
1017662917	28	Cytomegaloviral disease, unspecified
637134348	28	Epidemic myalgia
157616931	28	Viral conjunctivitis
1094028194	28	Conjunctivitis due to adenovirus
1356011211	28	Acute epidemic haemorrhagic conjunctivitis
157616931	28	Other specified viral conjunctivitis
157616931	28	Viral conjunctivitis, unspecified
874478433	28	Viral carditis
1485671112	28	Dilated cardiomyopathy secondary to viral myocarditis
51885381	28	Acute viral carditis
326802563	28	Chronic viral carditis
233520745	28	Aseptic myocarditis of newborn
856497185	28	Coxsackie carditis
874478433	28	Other specified viral carditis
874478433	28	Viral carditis, unspecified
555874229	28	Viral haemorrhagic fever, not elsewhere classified
237422666	28	Viral infection of unspecified site
511743818	28	Adenovirus infection of unspecified site
2076924640	28	Enterovirus infection of unspecified site
258345505	28	Coronavirus infection, unspecified site
1781385141	28	Parvovirus infection of unspecified site
237422666	28	Other viral infections of unspecified site
237422666	28	Unspecified viral infection of unspecified site
1136802325	28	Other specified viral diseases
1136802325	28	Unspecified viral disease
145723401	28	Influenza
753780243	28	Influenza due to identified seasonal influenza virus
283428170	28	Influenza due to identified zoonotic or pandemic influenza virus
1235618695	28	Influenza, virus not identified
985510409	28	Viral hepatitis
1154736543	28	Acute viral hepatitis
991455762	28	Acute hepatitis A
1337277167	28	Acute hepatitis B
1517862018	28	Acute hepatitis C
1060335896	28	Acute hepatitis D
785771645	28	Acute hepatitis E
1154736543	28	Other specified acute viral hepatitis
1154736543	28	Acute viral hepatitis, unspecified
1469571641	28	Chronic viral hepatitis
352087872	28	Chronic hepatitis B
1994012056	28	Chronic hepatitis B with human immunodeficiency virus co-infection
352087872	28	Other specified chronic hepatitis B
352087872	28	Chronic hepatitis B, unspecified
1615937473	28	Chronic hepatitis C
1011250453	28	Chronic hepatitis D
1465996172	28	Chronic hepatitis E
1469571641	28	Other specified chronic viral hepatitis
1469571641	28	Chronic viral hepatitis, unspecified
985510409	28	Viral hepatitis, unspecified
1646490591	28	Viral infections characterised by skin or mucous membrane lesions
2080431678	28	Infections due to poxvirus
2054716425	28	Smallpox
160886685	28	Monkeypox
1205745537	28	Cowpox
1275065853	28	Vaccinia
444002285	28	Buffalopox
111540068	28	Orf
82201615	28	Molluscum contagiosum
2080431678	28	Other specified infections due to poxvirus
2080431678	28	Infections due to poxvirus, unspecified
772982663	28	Human papillomavirus infection of skin or mucous membrane
1074706780	28	Common warts
1422437990	28	Digital or periungual warts
1076733559	28	Plantar warts
1074706780	28	Other specified common warts
316643992	28	Plane warts
1160781209	28	Warts of lips or oral cavity
155264956	28	Focal epithelial hyperplasia of oral mucous membranes
519985380	28	Wart virus proliferation in immune-deficient states
772982663	28	Viral warts, not elsewhere classified
80976093	28	Varicella zoster virus infections
1805574500	28	Varicella
1667539108	28	Varicella without complication
